cellname	file_path	stage	celltype
GaseE804218	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001236_GaseE804218.pairs.gz	E80	blood
GaseE804219	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001237_GaseE804219.pairs.gz	E80	blood
GaseE804220	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001238_GaseE804220.pairs.gz	E80	early mesoderm
GaseE804222	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001240_GaseE804222.pairs.gz	E80	ExE endoderm
GaseE804223	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001241_GaseE804223.pairs.gz	E80	early mesenchyme
GaseE804224	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001242_GaseE804224.pairs.gz	E80	neural tube
GaseE804235	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001252_GaseE804235.pairs.gz	E80	ExE endoderm
GaseE804236	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001253_GaseE804236.pairs.gz	E80	mitosis
GaseE804238	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001255_GaseE804238.pairs.gz	E80	early mesoderm
GaseE804239	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001256_GaseE804239.pairs.gz	E80	mitosis
GaseE804242	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001258_GaseE804242.pairs.gz	E80	ExE endoderm
GaseE804245	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001261_GaseE804245.pairs.gz	E80	neural tube
GaseE804247	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001263_GaseE804247.pairs.gz	E80	blood
GaseE804248	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001264_GaseE804248.pairs.gz	E80	early mesenchyme
GaseE804250	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001266_GaseE804250.pairs.gz	E80	epithelial cells
GaseE804254	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001270_GaseE804254.pairs.gz	E80	mitosis
GaseE804261	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001276_GaseE804261.pairs.gz	E80	early mesenchyme
GaseE804266	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001281_GaseE804266.pairs.gz	E80	epithelial cells
GaseE804269	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001284_GaseE804269.pairs.gz	E80	epithelial cells
GaseE804270	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001285_GaseE804270.pairs.gz	E80	ExE ectoderm
GaseE804278	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001293_GaseE804278.pairs.gz	E80	early mesoderm
GaseE804283	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001298_GaseE804283.pairs.gz	E80	epithelial cells
GaseE804287	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001300_GaseE804287.pairs.gz	E80	ExE mesoderm
GaseE804291	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001304_GaseE804291.pairs.gz	E80	ExE endoderm
GaseE804292	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001305_GaseE804292.pairs.gz	E80	NMP
GaseE804294	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001307_GaseE804294.pairs.gz	E80	ExE endoderm
GaseE804296	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001309_GaseE804296.pairs.gz	E80	blood
GaseE804298	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001311_GaseE804298.pairs.gz	E80	early mesenchyme
GaseE804299	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001312_GaseE804299.pairs.gz	E80	mitosis
GaseE804302	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001315_GaseE804302.pairs.gz	E80	ExE mesoderm
GaseE804304	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001317_GaseE804304.pairs.gz	E80	mitosis
GaseE804307	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001320_GaseE804307.pairs.gz	E80	ExE endoderm
GaseE804311	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001324_GaseE804311.pairs.gz	E80	ExE endoderm
GaseE804313	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001326_GaseE804313.pairs.gz	E80	endoderm
GaseE804314	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001327_GaseE804314.pairs.gz	E80	blood
GaseE804319	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001332_GaseE804319.pairs.gz	E80	early mesenchyme
GaseE804320	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001333_GaseE804320.pairs.gz	E80	blood
GaseE804322	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001335_GaseE804322.pairs.gz	E80	ExE ectoderm
GaseE804324	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001337_GaseE804324.pairs.gz	E80	ExE ectoderm
GaseE804325	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001338_GaseE804325.pairs.gz	E80	blood
GaseE804326	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001339_GaseE804326.pairs.gz	E80	early mesenchyme
GaseE804328	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001341_GaseE804328.pairs.gz	E80	endoderm
GaseE804330	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001343_GaseE804330.pairs.gz	E80	neural ectoderm
GaseE804332	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001345_GaseE804332.pairs.gz	E80	blood
GaseE804334	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001347_GaseE804334.pairs.gz	E80	blood
GaseE804335	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001348_GaseE804335.pairs.gz	E80	blood
GaseE804339	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001352_GaseE804339.pairs.gz	E80	epithelial cells
GaseE804340	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001353_GaseE804340.pairs.gz	E80	blood
GaseE804341	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001354_GaseE804341.pairs.gz	E80	blood
GaseE804342	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001355_GaseE804342.pairs.gz	E80	mitosis
GaseE804343	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001356_GaseE804343.pairs.gz	E80	early mesenchyme
GaseE804344	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001357_GaseE804344.pairs.gz	E80	NMP
GaseE804345	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001358_GaseE804345.pairs.gz	E80	ExE mesoderm
GaseE804347	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001360_GaseE804347.pairs.gz	E80	ExE mesoderm
GaseE804349	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001362_GaseE804349.pairs.gz	E80	neural tube
GaseE804351	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001364_GaseE804351.pairs.gz	E80	epithelial cells
GaseE804353	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001366_GaseE804353.pairs.gz	E80	ExE mesoderm
GaseE804354	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001367_GaseE804354.pairs.gz	E80	epithelial cells
GaseE804355	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001368_GaseE804355.pairs.gz	E80	mitosis
GaseE804356	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001369_GaseE804356.pairs.gz	E80	ExE endoderm
GaseE804359	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001372_GaseE804359.pairs.gz	E80	ExE endoderm
GaseE804360	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001373_GaseE804360.pairs.gz	E80	early mesenchyme
GaseE804363	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001376_GaseE804363.pairs.gz	E80	mitosis
GaseE804365	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001378_GaseE804365.pairs.gz	E80	epithelial cells
GaseE804368	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001381_GaseE804368.pairs.gz	E80	ExE endoderm
GaseE804369	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001382_GaseE804369.pairs.gz	E80	early mesenchyme
GaseE804370	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001383_GaseE804370.pairs.gz	E80	ExE endoderm
GaseE804374	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001387_GaseE804374.pairs.gz	E80	epithelial cells
GaseE804375	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001388_GaseE804375.pairs.gz	E80	ExE mesoderm
GaseE804376	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001389_GaseE804376.pairs.gz	E80	epithelial cells
GaseE804381	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001394_GaseE804381.pairs.gz	E80	ExE mesoderm
GaseE804382	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001395_GaseE804382.pairs.gz	E80	mitosis
GasfE703002	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001399_GasfE703002.pairs.gz	E70	epiblast and PS
GasfE703017	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001413_GasfE703017.pairs.gz	E70	epiblast and PS
GasfE703055	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001451_GasfE703055.pairs.gz	E70	early mesoderm
GasfE703057	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001453_GasfE703057.pairs.gz	E70	early mesoderm
GasfE703093	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001488_GasfE703093.pairs.gz	E70	ExE ectoderm
GasfE703122	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001516_GasfE703122.pairs.gz	E70	mitosis
GasfE703130	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001523_GasfE703130.pairs.gz	E70	mitosis
GasfE703154	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001546_GasfE703154.pairs.gz	E70	mitosis
GasfE703160	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001552_GasfE703160.pairs.gz	E70	epiblast and PS
GasfE703163	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001555_GasfE703163.pairs.gz	E70	early mesoderm
GasfE703167	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001559_GasfE703167.pairs.gz	E70	mitosis
GasfE703172	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001564_GasfE703172.pairs.gz	E70	ExE endoderm
GasfE703185	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001575_GasfE703185.pairs.gz	E70	ExE ectoderm
GasfE803002	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001584_GasfE803002.pairs.gz	E80	ExE ectoderm
GasfE803003	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001585_GasfE803003.pairs.gz	E80	neural ectoderm
GasfE803004	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001586_GasfE803004.pairs.gz	E80	early mesenchyme
GasfE803014	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001596_GasfE803014.pairs.gz	E80	neural ectoderm
GasfE803015	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001597_GasfE803015.pairs.gz	E80	early mesenchyme
GasfE803018	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001600_GasfE803018.pairs.gz	E80	early mesenchyme
GasfE803019	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001601_GasfE803019.pairs.gz	E80	ExE endoderm
GasfE803022	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001604_GasfE803022.pairs.gz	E80	ExE endoderm
GasfE803023	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001605_GasfE803023.pairs.gz	E80	neural ectoderm
GasfE803024	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001606_GasfE803024.pairs.gz	E80	NMP
GasfE803027	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001609_GasfE803027.pairs.gz	E80	early mesenchyme
GasfE803029	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001611_GasfE803029.pairs.gz	E80	mitosis
GasfE803030	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001612_GasfE803030.pairs.gz	E80	neural tube
GasfE803032	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001614_GasfE803032.pairs.gz	E80	mitosis
GasfE803043	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001625_GasfE803043.pairs.gz	E80	early mesenchyme
GasfE803044	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001626_GasfE803044.pairs.gz	E80	NMP
GasfE803046	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001628_GasfE803046.pairs.gz	E80	neural ectoderm
GasfE803047	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001629_GasfE803047.pairs.gz	E80	ExE mesoderm
GasfE803050	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001631_GasfE803050.pairs.gz	E80	blood
GasfE803051	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001632_GasfE803051.pairs.gz	E80	mitosis
GasfE803052	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001633_GasfE803052.pairs.gz	E80	early mesenchyme
GasfE803053	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001634_GasfE803053.pairs.gz	E80	neural ectoderm
GasfE803054	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001635_GasfE803054.pairs.gz	E80	early mesenchyme
GasfE803055	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001636_GasfE803055.pairs.gz	E80	neural tube
GasfE803056	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001637_GasfE803056.pairs.gz	E80	ExE endoderm
GasfE803057	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001638_GasfE803057.pairs.gz	E80	early mesoderm
GasfE803058	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001639_GasfE803058.pairs.gz	E80	neural ectoderm
GasfE803059	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001640_GasfE803059.pairs.gz	E80	ExE endoderm
GasfE803060	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001641_GasfE803060.pairs.gz	E80	ExE endoderm
GasfE803064	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001645_GasfE803064.pairs.gz	E80	blood
GasfE803069	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001648_GasfE803069.pairs.gz	E80	early mesenchyme
GasfE803075	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001654_GasfE803075.pairs.gz	E80	blood
GasfE803078	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001657_GasfE803078.pairs.gz	E80	mitosis
GasfE803080	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001659_GasfE803080.pairs.gz	E80	neural ectoderm
GasfE803084	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001663_GasfE803084.pairs.gz	E80	ExE ectoderm
GasfE803086	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001665_GasfE803086.pairs.gz	E80	endoderm
GasfE803087	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001666_GasfE803087.pairs.gz	E80	early mesenchyme
GasfE803090	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001668_GasfE803090.pairs.gz	E80	early mesoderm
GasfE803091	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001669_GasfE803091.pairs.gz	E80	early mesenchyme
GasfE803095	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001672_GasfE803095.pairs.gz	E80	mitosis
OrgaE952004	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001676_OrgaE952004.pairs.gz	E95	oligodendrocytes and progenitors
OrgaE952007	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001679_OrgaE952007.pairs.gz	E95	mix late mesenchyme
OrgaE952010	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001682_OrgaE952010.pairs.gz	E95	radial glias
OrgaE952015	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001686_OrgaE952015.pairs.gz	E95	neural tube
OrgaE952016	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001687_OrgaE952016.pairs.gz	E95	radial glias
OrgaE952017	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001688_OrgaE952017.pairs.gz	E95	mitosis
OrgaE952018	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001689_OrgaE952018.pairs.gz	E95	blood
OrgaE952021	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001692_OrgaE952021.pairs.gz	E95	notochord
OrgaE952023	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001694_OrgaE952023.pairs.gz	E95	radial glias
OrgaE952025	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001696_OrgaE952025.pairs.gz	E95	mix late mesenchyme
OrgaE952026	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001697_OrgaE952026.pairs.gz	E95	radial glias
OrgaE952030	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001701_OrgaE952030.pairs.gz	E95	early neurons
OrgaE952035	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001706_OrgaE952035.pairs.gz	E95	mitosis
OrgaE952036	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001707_OrgaE952036.pairs.gz	E95	mitosis
OrgaE952038	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001708_OrgaE952038.pairs.gz	E95	notochord
OrgaE952039	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001709_OrgaE952039.pairs.gz	E95	radial glias
OrgaE952040	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001710_OrgaE952040.pairs.gz	E95	early mesenchyme
OrgaE952043	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001712_OrgaE952043.pairs.gz	E95	mix late mesenchyme
OrgaE952044	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001713_OrgaE952044.pairs.gz	E95	radial glias
OrgaE952045	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001714_OrgaE952045.pairs.gz	E95	early mesenchyme
OrgaE952046	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001715_OrgaE952046.pairs.gz	E95	mix late mesenchyme
OrgaE952048	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001716_OrgaE952048.pairs.gz	E95	intermediate mesoderm
OrgaE952050	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001718_OrgaE952050.pairs.gz	E95	mitosis
OrgaE952052	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001720_OrgaE952052.pairs.gz	E95	mix late mesenchyme
OrgaE952055	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001723_OrgaE952055.pairs.gz	E95	oligodendrocytes and progenitors
OrgaE952057	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001725_OrgaE952057.pairs.gz	E95	mitosis
OrgaE952058	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001726_OrgaE952058.pairs.gz	E95	epithelial cells
OrgaE952061	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001729_OrgaE952061.pairs.gz	E95	intermediate mesoderm
OrgaE952062	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001730_OrgaE952062.pairs.gz	E95	mix late mesenchyme
OrgaE952065	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001732_OrgaE952065.pairs.gz	E95	oligodendrocytes and progenitors
OrgaE952067	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001734_OrgaE952067.pairs.gz	E95	notochord
OrgaE952071	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001738_OrgaE952071.pairs.gz	E95	early mesenchyme
OrgaE952073	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001740_OrgaE952073.pairs.gz	E95	radial glias
OrgaE952074	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001741_OrgaE952074.pairs.gz	E95	mitosis
OrgaE952076	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001743_OrgaE952076.pairs.gz	E95	blood
OrgaE952077	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001744_OrgaE952077.pairs.gz	E95	notochord
OrgaE952084	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001751_OrgaE952084.pairs.gz	E95	early neurons
OrgaE952085	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001752_OrgaE952085.pairs.gz	E95	mitosis
OrgaE952086	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001753_OrgaE952086.pairs.gz	E95	mix late mesenchyme
OrgaE952088	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001755_OrgaE952088.pairs.gz	E95	notochord
OrgaE952094	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001761_OrgaE952094.pairs.gz	E95	blood
OrgaE952095	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001762_OrgaE952095.pairs.gz	E95	notochord
OrgaE952096	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001763_OrgaE952096.pairs.gz	E95	early mesenchyme
OrgaE952099	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001765_OrgaE952099.pairs.gz	E95	notochord
OrgaE952101	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001767_OrgaE952101.pairs.gz	E95	notochord
OrgaE952102	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001768_OrgaE952102.pairs.gz	E95	blood
OrgaE952104	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001770_OrgaE952104.pairs.gz	E95	early mesoderm
OrgaE952105	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001771_OrgaE952105.pairs.gz	E95	radial glias
OrgaE952106	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001772_OrgaE952106.pairs.gz	E95	oligodendrocytes and progenitors
OrgaE952107	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001773_OrgaE952107.pairs.gz	E95	radial glias
OrgaE952111	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001777_OrgaE952111.pairs.gz	E95	early mesenchyme
OrgaE952114	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001780_OrgaE952114.pairs.gz	E95	mix late mesenchyme
OrgaE952115	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001781_OrgaE952115.pairs.gz	E95	early neurons
OrgaE952123	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001789_OrgaE952123.pairs.gz	E95	notochord
OrgaE952124	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001790_OrgaE952124.pairs.gz	E95	radial glias
OrgaE952127	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001793_OrgaE952127.pairs.gz	E95	radial glias
OrgaE952129	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001795_OrgaE952129.pairs.gz	E95	intermediate mesoderm
OrgaE952132	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7001798_OrgaE952132.pairs.gz	E95	early mesenchyme
