Cellname	pairs	order_index	near_p	mitotic_p	farAvg	NaganoCellcycle	repli_score	annote_ratio
GasaE751001	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998595_GasaE751001.pairs.gz	6337	0.512111712738672	0.2024793388429752	20006475.718935497	G1	0.5856029256086999	0.9945218865438286
GasaE751002	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998596_GasaE751002.pairs.gz	1728	0.6853964523953912	0.11900520517485344	27242188.3276059	early/mid-S	0.6182451869882717	0.9952423102456296
GasaE751003	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998597_GasaE751003.pairs.gz	1669	0.7383543943409037	0.12179613528686041	22880309.79909884	early/mid-S	0.5488041033381827	0.9945580122841949
GasaE751004	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998598_GasaE751004.pairs.gz	7037	0.6027269797057733	0.3413711526415335	13854623.396645984	Pre-M	0.5297327421791792	0.9938671884675402
GasaE751005	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998599_GasaE751005.pairs.gz	7081	0.405740713174793	0.22898690579460937	18797081.498173133	G1	0.49261084718140213	0.9925732685134274
GasaE751006	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998600_GasaE751006.pairs.gz	23	0.75351137487636	0.09655927652960294	25775040.55981661	early/mid-S	0.5787136214628951	0.9941318288190836
GasaE751007	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998601_GasaE751007.pairs.gz	7431	0.3863833964830779	0.2383723728155589	19049220.853542875	G1	0.5036699155357766	0.9932301948843457
GasaE751008	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998602_GasaE751008.pairs.gz	5836	0.5412074106839265	0.17643253262560518	24563163.802405894	G1	0.5825766250841862	0.9940288082090712
GasaE751009	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998603_GasaE751009.pairs.gz	37	0.769243676328705	0.1008012081043668	24373702.2802002	early/mid-S	0.619988220801525	0.9951691798620664
GasaE751010	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998604_GasaE751010.pairs.gz	1599	0.7834463251692405	0.10309206980274642	23908413.57826217	early/mid-S	0.5255879717073763	0.9947228044117069
GasaE751011	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998605_GasaE751011.pairs.gz	6802	0.47158266998696763	0.2155666640153207	18697008.830136504	G1	0.4936868568646361	0.9931952884336289
GasaE751012	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998606_GasaE751012.pairs.gz	5444	0.5691596949035288	0.16451993035076715	24988464.53407013	G1	0.5253594516379373	0.9939922547299286
GasaE751013	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998607_GasaE751013.pairs.gz	7444	0.40010054114794336	0.25661058047727475	17404236.30460274	G1	0.515611810410361	0.9939115105330169
GasaE751014	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998608_GasaE751014.pairs.gz	4845	0.6172115135039139	0.15413723856231473	23361623.810787782	G1	0.5217457486026876	0.9941324771078607
GasaE751015	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998609_GasaE751015.pairs.gz	5669	0.7658519811326876	0.14934243393521013	19608660.54974105	Pre-M	0.5363045116722487	0.9946168397829765
GasaE751016	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998610_GasaE751016.pairs.gz	169	0.7495710543275387	0.09987529189229906	25392263.83480826	early/mid-S	0.611673915507747	0.9943679786174103
GasaE751017	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998611_GasaE751017.pairs.gz	6933	0.612263970883435	0.28083927313891577	15535992.602302874	Pre-M	0.5249114271843658	0.9940348920083046
GasaE751018	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998612_GasaE751018.pairs.gz	2215	0.7019145197727221	0.13041097140770827	24605563.801732853	early/mid-S	0.5924475014804355	0.9954106500250536
GasaE751019	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998613_GasaE751019.pairs.gz	3655	0.6649452536071222	0.1406351263771873	26212270.608152214	early/mid-S	0.574475975555389	0.9946640838596921
GasaE751020	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998614_GasaE751020.pairs.gz	5167	0.6054676511954993	0.14069971870604783	29333362.83997586	G1	0.5818969283872941	0.9939976842749159
GasaE751021	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998615_GasaE751021.pairs.gz	3827	0.6528635304554423	0.1464675561718985	23539472.87786136	early/mid-S	0.5453349677491068	0.9945301620727027
GasaE751022	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998616_GasaE751022.pairs.gz	6813	0.5087130216289012	0.19334502300273865	20819602.09561398	G1	0.4934895918380677	0.9929735925957375
GasaE751023	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998617_GasaE751023.pairs.gz	6275	0.5189059310245154	0.15826603797445488	26743979.54412706	G1	0.49001605575787516	0.9929067597744851
GasaE751024	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998618_GasaE751024.pairs.gz	703	0.716399895352709	0.11743685487323408	25673492.904079184	early/mid-S	0.5999405586712934	0.995308380841365
GasaE751025	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998619_GasaE751025.pairs.gz	254	0.7332826853645956	0.10729470147901361	23279844.758557126	early/mid-S	0.6298387284990781	0.9954209162835205
GasaE751026	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998620_GasaE751026.pairs.gz	2825	0.6403117580262208	0.14357386187674204	25514758.776454292	early/mid-S	0.5951786745364727	0.9946622185154296
GasaE751027	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998621_GasaE751027.pairs.gz	1969	0.6394849066246638	0.12228859639568689	31959449.68910344	early/mid-S	0.6333855641164907	0.9948618367611788
GasaE751028	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998622_GasaE751028.pairs.gz	7385	0.4124352253893976	0.24180521496546603	18467072.969114352	G1	0.48776316313695584	0.9933949538699708
GasaE751029	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998623_GasaE751029.pairs.gz	6434	0.5121161988360063	0.1742390060934203	22615777.560168765	G1	0.49605424085793604	0.9931665716885116
GasaE751030	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998624_GasaE751030.pairs.gz	7199	0.45771718355198143	0.21867769670933115	18369265.56126277	G1	0.49036775584007597	0.9930663366879143
GasaE751031	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998625_GasaE751031.pairs.gz	4668	0.6224067171203735	0.1455532964343537	27974788.388811145	G1	0.5251606766414726	0.9939277083654686
GasaE751033	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998626_GasaE751033.pairs.gz	914	0.7633087502066369	0.11278375913868403	23674320.197837994	early/mid-S	0.558563461826672	0.9942319979176033
GasaE751034	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998627_GasaE751034.pairs.gz	4601	0.6316694516768352	0.16200015544242802	22885934.895449113	early/mid-S	0.6105354226611711	0.9948350053140472
GasaE751035	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998628_GasaE751035.pairs.gz	607	0.6713742437337943	0.1419706136560069	20932490.88845861	early/mid-S	0.5662704983856051	0.9946943726012527
GasaE751036	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998629_GasaE751036.pairs.gz	2541	0.7290457086900212	0.1321603436838614	22543424.15742266	early/mid-S	0.5275291346392263	0.9945264071410861
GasaE751037	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998630_GasaE751037.pairs.gz	5991	0.5580613364282421	0.16216474029793795	21822589.35447777	G1	0.5028652527849186	0.9942932971531944
GasaE751038	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998631_GasaE751038.pairs.gz	3044	0.6241307040106697	0.1448699628465276	30858171.42313158	G1	0.568615489532192	0.9943924835304178
GasaE751039	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998632_GasaE751039.pairs.gz	7279	0.38853935383016464	0.2895266889701051	15404486.12480327	G1	0.492909719742788	0.9928628358957159
GasaE751040	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998633_GasaE751040.pairs.gz	5714	0.5411778388358265	0.1575370346140986	27830699.822476245	G1	0.5882554744672417	0.9939646551533333
GasaE751041	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998634_GasaE751041.pairs.gz	4228	0.6024579589434851	0.14018513908064187	27899038.679200172	G1	0.6466319223990215	0.9951977408054754
GasaE751042	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998635_GasaE751042.pairs.gz	6549	0.5372467674045363	0.19510139397793458	19107426.07740134	G1	0.5321966110425173	0.9938303400319656
GasaE751043	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998636_GasaE751043.pairs.gz	4289	0.6522667988621744	0.13519351297758578	28680718.59241531	early/mid-S	0.5736161418315102	0.9947864534201297
GasaE751044	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998637_GasaE751044.pairs.gz	3833	0.6332126909183993	0.1639125117324156	20513349.11873701	early/mid-S	0.630590176640456	0.9949620591801782
GasaE751045	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998638_GasaE751045.pairs.gz	771	0.718287673494027	0.11087582944646976	25367467.36344843	early/mid-S	0.6214593869926551	0.9950409179861235
GasaE751046	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998639_GasaE751046.pairs.gz	7167	0.43608079655742243	0.21941818425842818	19327565.083241027	G1	0.4992132567877176	0.9928765175256103
GasaE751047	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998640_GasaE751047.pairs.gz	1227	0.763659155054376	0.10568987039927863	26903197.538568635	early/mid-S	0.523165500985355	0.9940805102132819
GasaE751048	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998641_GasaE751048.pairs.gz	1063	0.6965445645431375	0.12424590127051775	26443541.44291447	early/mid-S	0.6177299191096913	0.9947313102169096
GasaE751049	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998642_GasaE751049.pairs.gz	33	0.7352036640724681	0.10807183778040982	22177789.00729694	early/mid-S	0.6198291281676598	0.9943565424474168
GasaE751050	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998643_GasaE751050.pairs.gz	962	0.6352418282354588	0.12698257156855883	29685084.180218894	early/mid-S	0.5312375169769114	0.994330064054063
GasaE751051	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998644_GasaE751051.pairs.gz	6086	0.5255858591775218	0.17214189484497994	21641577.761353903	G1	0.5097070736569448	0.9936656424190865
GasaE751052	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998645_GasaE751052.pairs.gz	6625	0.5321675455613541	0.1968578376458373	21198305.91133459	G1	0.5208588118076856	0.9935589114423584
GasaE751053	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998646_GasaE751053.pairs.gz	6965	0.44038362519568736	0.1977469301142658	23432233.866157994	G1	0.4775827990165357	0.9924277381009773
GasaE751054	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998647_GasaE751054.pairs.gz	827	0.7477264607998596	0.10418481633062368	23312191.517607912	early/mid-S	0.5140620877866234	0.9937493210603209
GasaE751055	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998648_GasaE751055.pairs.gz	3954	0.6248936602915355	0.1427315198056812	31702304.888923015	G1	0.5581083707912523	0.9940944644850762
GasaE751056	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998649_GasaE751056.pairs.gz	1122	0.6863583008550864	0.1231834112393532	25560700.933452457	early/mid-S	0.60816712888387	0.9943689766455763
GasaE751057	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998650_GasaE751057.pairs.gz	2344	0.6635017967230409	0.1400372531566281	21695956.369351957	early/mid-S	0.5711309902034998	0.9948641585121254
GasaE751058	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998651_GasaE751058.pairs.gz	1141	0.6900684470074645	0.12006521329057641	27723449.483137254	early/mid-S	0.6097953382843503	0.9951544135322175
GasaE751059	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998652_GasaE751059.pairs.gz	303	0.7765685752263936	0.09119467110077813	27649267.781451277	early/mid-S	0.5841548958746393	0.9951321564820259
GasaE751060	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998653_GasaE751060.pairs.gz	6592	0.48209804593760713	0.17761627242600844	23682375.43126493	G1	0.5001110732904567	0.9932137802540354
GasaE751061	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998654_GasaE751061.pairs.gz	2272	0.659073038734552	0.12440282198808084	30438645.53899109	early/mid-S	0.5428166708868657	0.9939926385050954
GasaE751062	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998655_GasaE751062.pairs.gz	2019	0.7074822807928821	0.11690906653708885	29046130.99806116	early/mid-S	0.5336169737021901	0.9945218071825195
GasaE751063	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998656_GasaE751063.pairs.gz	7127	0.4389271642914662	0.23322730035512307	17989413.66114721	G1	0.5326688291538179	0.9935986016562907
GasaE751064	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998657_GasaE751064.pairs.gz	5927	0.5496359497716207	0.17956494867117898	23018337.61378838	G1	0.595864768748679	0.9946517675816249
GasaE751065	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998658_GasaE751065.pairs.gz	6960	0.41697613202279554	0.22655522959522817	18366733.635927826	G1	0.5019879695337681	0.9934886299091898
GasaE751066	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998659_GasaE751066.pairs.gz	63	0.7987157405394558	0.09093493419842477	21596207.2151463	mid-S/G2	0.5718715521746704	0.9949538354334824
GasaE751067	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998660_GasaE751067.pairs.gz	3588	0.6204440966448205	0.13979588509569923	27109588.665873982	G1	0.6256709979365411	0.9952992762941476
GasaE751068	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998661_GasaE751068.pairs.gz	7259	0.4255368930042611	0.25477336698737263	17179188.786194168	G1	0.4956172017205788	0.9936622296342245
GasaE751069	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998662_GasaE751069.pairs.gz	1718	0.6122232280811615	0.14116814255668167	26218405.737262905	G1	0.5389917410473235	0.9937999164244697
GasaE751070	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998663_GasaE751070.pairs.gz	4327	0.6083442779017004	0.15290430625334417	25195783.689080324	G1	0.5289627363737486	0.9944035038932146
GasaE751071	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998664_GasaE751071.pairs.gz	6795	0.4395665184498346	0.22933744968705877	18177453.976792526	G1	0.49920303546297806	0.9929361728596643
GasaE751072	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998665_GasaE751072.pairs.gz	3338	0.6582919441197176	0.13572863315485917	27321119.88257854	early/mid-S	0.5523355481060682	0.9947768833932192
GasaE751073	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998666_GasaE751073.pairs.gz	935	0.7461765052433132	0.11121715564981736	24492350.491903897	early/mid-S	0.5513898332200136	0.9948046234451866
GasaE751074	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998667_GasaE751074.pairs.gz	831	0.6628050509599827	0.1405611436387596	21568087.251740243	early/mid-S	0.5250867449311029	0.9944073076368796
GasaE751075	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998668_GasaE751075.pairs.gz	1685	0.6330500113834712	0.14330272444410716	34775109.81572394	early/mid-S	0.5511070272162423	0.9941415555750027
GasaE751076	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998669_GasaE751076.pairs.gz	759	0.6272693848572443	0.1428254475379076	21263943.169255763	G1	0.4890925144284607	0.9934296666379533
GasaE751077	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998670_GasaE751077.pairs.gz	5701	0.5577274846669775	0.16605095465251127	24915284.334577154	G1	0.4992437850405518	0.993194065364966
GasaE751078	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998671_GasaE751078.pairs.gz	5768	0.590535858540526	0.1724548963288753	23052858.538820554	G1	0.5633458115389427	0.9937280801323184
GasaE751079	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998672_GasaE751079.pairs.gz	5384	0.5754508357169813	0.15183984707031734	27865015.246820506	G1	0.6241613484660171	0.9946906815227342
GasaE751080	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998673_GasaE751080.pairs.gz	4259	0.609822310669003	0.1447841090197788	26871825.00223476	G1	0.643613462557031	0.9950216973154798
GasaE751081	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998674_GasaE751081.pairs.gz	1244	0.7215816307450668	0.12422557684396854	22642111.639544323	early/mid-S	0.556442983797004	0.9950427154454975
GasaE751082	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998675_GasaE751082.pairs.gz	4138	0.601541251133273	0.14131589172386996	26638814.98255005	G1	0.5262560267550221	0.9941672987274509
GasaE751083	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998676_GasaE751083.pairs.gz	2736	0.6648393985425886	0.13279616053541157	26561208.122008033	early/mid-S	0.5472021985171994	0.9945657757306988
GasaE751084	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998677_GasaE751084.pairs.gz	7234	0.45079671465994364	0.253625100943452	19338780.62241998	G1	0.5223779528558017	0.9930571414072213
GasaE751085	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998678_GasaE751085.pairs.gz	4308	0.7273579031994826	0.14588685449698668	23663458.491362095	early/mid-S	0.5069956231402671	0.9936769081724448
GasaE751086	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998679_GasaE751086.pairs.gz	132	0.7061969269223474	0.11177566756307397	26776211.791131817	early/mid-S	0.6398772517569722	0.9943440244844918
GasaE751087	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998680_GasaE751087.pairs.gz	620	0.7618714815455262	0.10316156550809845	25241702.62163504	early/mid-S	0.5891635672369617	0.9951020745516158
GasaE751088	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998681_GasaE751088.pairs.gz	264	0.7813743190901655	0.08946808018147308	24290409.322246503	early/mid-S	0.594281125413398	0.9953959017933084
GasaE751089	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998682_GasaE751089.pairs.gz	4001	0.6578990026533346	0.1445768741841636	25574640.997482345	early/mid-S	0.5734148881600423	0.994787537759263
GasaE751090	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998683_GasaE751090.pairs.gz	2424	0.7222771805637993	0.1292620193893029	24943294.33006849	early/mid-S	0.5630240277869375	0.9948119325551232
GasaE751092	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998684_GasaE751092.pairs.gz	3733	0.6210663316356085	0.14801802547339438	24498312.726240557	G1	0.6003778219037669	0.9948674652260246
GasaE751093	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998685_GasaE751093.pairs.gz	1182	0.6936071169959657	0.12099927588703838	26590942.910943046	early/mid-S	0.6313815146941312	0.9950834591139128
GasaE751094	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998686_GasaE751094.pairs.gz	1378	0.6793071649426462	0.13282537669046496	25015617.864684884	early/mid-S	0.6325633191513663	0.9949887210530824
GasaE751095	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998687_GasaE751095.pairs.gz	1265	0.776646606421094	0.09640588347422187	27586943.049715847	early/mid-S	0.5625589850065242	0.995158100334009
GasaE751096	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998688_GasaE751096.pairs.gz	6298	0.5403418715007952	0.18045875948745135	26349916.89594906	G1	0.510632259191337	0.9939976130177859
GasaE751097	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998689_GasaE751097.pairs.gz	14	0.7491463125444628	0.1010552525492056	22547932.93465302	early/mid-S	0.5893860786856896	0.9944036124321468
GasaE751098	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998690_GasaE751098.pairs.gz	4302	0.5606939500423047	0.14938524746362175	36954031.656760074	G1	0.512258086478942	0.9937333688886871
GasaE751099	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998691_GasaE751099.pairs.gz	1948	0.6846175253275859	0.13487716638936093	24115391.932556126	early/mid-S	0.6149078119331893	0.9947459110767629
GasaE751100	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998692_GasaE751100.pairs.gz	674	0.702210148389827	0.11801109397112292	23988540.618199132	early/mid-S	0.6151393302293847	0.9949397636029389
GasaE751101	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998693_GasaE751101.pairs.gz	3971	0.6564438187283589	0.14042464137589894	28573779.428396095	early/mid-S	0.5443726128465639	0.9939386401075148
GasaE751102	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998694_GasaE751102.pairs.gz	739	0.7426031626444359	0.11716197292671542	21338526.328939874	early/mid-S	0.5238596175138107	0.9941807582886053
GasaE751103	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998695_GasaE751103.pairs.gz	3793	0.7528429510702207	0.12357284991185527	24715466.286517788	early/mid-S	0.5337045308363538	0.9945590212311353
GasaE751104	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998696_GasaE751104.pairs.gz	3775	0.622450865627503	0.14666995255991622	26595338.047101308	G1	0.6075606458283623	0.9950194862005886
GasaE751105	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998697_GasaE751105.pairs.gz	3709	0.6397611286023422	0.14039731408988326	27373294.44908165	early/mid-S	0.5851498350391584	0.9951802974565462
GasaE751106	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998698_GasaE751106.pairs.gz	6361	0.49345947208596125	0.1785641983960134	21607930.04999646	G1	0.496219162260201	0.9931120776259829
GasaE751107	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998699_GasaE751107.pairs.gz	5459	0.5726439119773556	0.1580607264785423	22863589.66906065	G1	0.4986990738575237	0.9939221899995323
GasaE751108	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998700_GasaE751108.pairs.gz	3328	0.6883230284802032	0.14072519117634089	24999114.18666425	early/mid-S	0.522783670688984	0.9939452364733359
GasaE751109	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998701_GasaE751109.pairs.gz	354	0.7229137981097966	0.12007193638126282	20654085.76229105	early/mid-S	0.5803213807266768	0.9946753891454102
GasaE751110	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998702_GasaE751110.pairs.gz	1472	0.7584937464180966	0.10278124262549304	25649261.33613865	early/mid-S	0.5216637020952205	0.9943426736584352
GasaE751111	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998703_GasaE751111.pairs.gz	6600	0.5172515265210035	0.18500163854390295	20210790.821700767	G1	0.5059089913081587	0.9939351885666983
GasaE751112	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998704_GasaE751112.pairs.gz	4332	0.604277487883547	0.1429234848101052	29364240.891200323	G1	0.5826318965111452	0.9946103120841125
GasaE751113	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998705_GasaE751113.pairs.gz	1171	0.746409882679028	0.11132350481469977	26177111.79911884	early/mid-S	0.5684115033743684	0.9949935564825177
GasaE751114	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998706_GasaE751114.pairs.gz	5649	0.5679880198602801	0.15572000785106244	24999100.34781483	G1	0.5022407539416304	0.9933537403555853
GasaE751115	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998707_GasaE751115.pairs.gz	466	0.7002491033313695	0.12991617311131096	24896796.03358917	early/mid-S	0.5741721990845738	0.994471018377249
GasaE751116	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998708_GasaE751116.pairs.gz	565	0.7209872392878655	0.1125912229832892	23064247.52055532	early/mid-S	0.5269417265343375	0.9941746929285616
GasaE751117	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998709_GasaE751117.pairs.gz	5212	0.5486287996000243	0.17809052152233987	24593384.46916315	G1	0.5699768379201546	0.9940106873848735
GasaE751118	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998710_GasaE751118.pairs.gz	4318	0.6136481953575741	0.139830940560848	28061985.572304085	G1	0.579504724666015	0.9946929833683437
GasaE751119	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998711_GasaE751119.pairs.gz	6250	0.5102523097641354	0.1788246262617107	24010202.62725547	G1	0.5026778614528276	0.9929467390118029
GasaE751120	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998712_GasaE751120.pairs.gz	4348	0.6300847269662423	0.12866521758417246	29362595.8995326	early/mid-S	0.5482297958218064	0.9942377234783196
